experiment,percentDEInCat,set_size,term,ontology,genes
enriched_vs_control,4.887218045,266,DNA metabolic process,BP,gene_g35; gene_g719; gene_g884; gene_g1137; gene_g2021; gene_g2169; gene_g2687; gene_g3205; gene_g3436; gene_g3482; gene_g3516; gene_g3675; gene_g4004; gene_g4827; gene_g4884; gene_g4888; gene_g5728; gene_g7019; gene_g7140; gene_g7345; gene_g7801; gene_g8355; gene_g8546; gene_g8747; gene_g9313; gene_g9897; gene_g9930; gene_g10046; gene_g10245; gene_g10528; gene_g10700; gene_g10856; gene_g12344; gene_g12996; gene_g13258; gene_g13682; gene_g13968; gene_g14630; gene_g14741; gene_g14831; gene_g15368; gene_g15583; gene_g15896; gene_g15898; gene_g15900; gene_g16095; gene_g16102; gene_g16258; gene_g16569; gene_g17719; gene_g17932; gene_g18004; gene_g18091; gene_g18301; gene_g18406; gene_g18878; gene_g19220; gene_g19325; gene_g19839; gene_g19960; gene_g20091; gene_g20182; gene_g20240; gene_g20599; gene_g20633; gene_g20791; gene_g20973; gene_g21089; gene_g21100; gene_g21234; gene_g21623; gene_g21634; gene_g22186; gene_g22311; gene_g22478; gene_g22479; gene_g22548; gene_g22601; gene_g22670; gene_g23489; gene_g23499; gene_g23624; gene_g23733; gene_g23865; gene_g23891; gene_g24090; gene_g24095; gene_g24467; gene_g24510; gene_g24734; gene_g24752; gene_g24885; gene_g24896; gene_g24912; gene_g25116; gene_g25333; gene_g25336; gene_g25351; gene_g25412; gene_g25430; gene_g25446; gene_g25466; gene_g25536; gene_g25571; gene_g25976; gene_g26343; gene_g26671; gene_novel_gene_model_gene_729_gene_5de57afd; gene_g96; gene_g99; gene_g719; gene_g795; gene_g1839; gene_g2185; gene_g2644; gene_g2670; gene_g3091; gene_g3204; gene_g3229; gene_g3443; gene_g4081; gene_g4898; gene_g5123; gene_g5588; gene_g5967; gene_g7308; gene_g7816; gene_g8436; gene_g8546; gene_g8860; gene_g8874; gene_g9387; gene_g9462; gene_g9983; gene_g10076; gene_g10392; gene_g10700; gene_g11244; gene_g11353; gene_g11432; gene_g11559; gene_g11759; gene_g12023; gene_g12839; gene_g13240; gene_g13744; gene_g13765; gene_g14443; gene_g14667; gene_g15714; gene_g16211; gene_g16289; gene_g16569; gene_g16703; gene_g16865; gene_g16987; gene_g17181; gene_g17201; gene_g17618; gene_g17721; gene_g18033; gene_g18223; gene_g18665; gene_g19007; gene_g19395; gene_g19576; gene_g19584; gene_g19654; gene_g19685; gene_g20246; gene_g20633; gene_g21039; gene_g21075; gene_g21234; gene_g21573; gene_g21696; gene_g22311; gene_g22339; gene_g22461; gene_g23336; gene_g23340; gene_g23474; gene_g23489; gene_g23499; gene_g23542; gene_g23610; gene_g23624; gene_g23752; gene_g24046; gene_g24090; gene_g24200; gene_g24467; gene_g24836; gene_g24885; gene_g24896; gene_g24909; gene_g25116; gene_g25148; gene_g25402; gene_g25466; gene_g25489; gene_g26240; gene_novel_gene_model_gene_695_gene_5de57afd; gene_g2185; gene_g4884; gene_g5050; gene_g5123; gene_g5872; gene_g7894; gene_g9387; gene_g10076; gene_g10130; gene_g10700; gene_g10935; gene_g11307; gene_g11928; gene_g14444; gene_g14576; gene_g16289; gene_g17202; gene_g17618; gene_g18032; gene_g18033; gene_g18122; gene_g19007; gene_g19685; gene_g19736; gene_g20246; gene_g20249; gene_g20705; gene_g21100; gene_g21516; gene_g21573; gene_g21833; gene_g22339; gene_g22461; gene_g22581; gene_g23474; gene_g23489; gene_g23519; gene_g23822; gene_g24909; gene_g25489; gene_g25571; gene_g26240; gene_g26509; gene_novel_gene_model_gene_159_gene_5de57afd; gene_g96; gene_g780; gene_g870; gene_g2060; gene_g2670; gene_g3227; gene_g3441; gene_g3634; gene_g3936; gene_g4081; gene_g5050; gene_g6133; gene_g6241; gene_g7067; gene_g7559; gene_g7561; gene_g7816; gene_g7894; gene_g9127; gene_g10076; gene_g10392; gene_g10934; gene_g11307; gene_g11559; gene_g11928; gene_g11954; gene_g11957; gene_g12842; gene_g13336; gene_g13429; gene_g14442; gene_g14444; gene_g14631; gene_g14633; gene_g15125; gene_g15350; gene_g15434; gene_g15514; gene_g15714; gene_g16113; gene_g16241; gene_g16656; gene_g17791; gene_g17912; gene_g18032; gene_g18033; gene_g18124; gene_g18237; gene_g18250; gene_g18654; gene_g18729; gene_g18999; gene_g19007; gene_g19673; gene_g19878; gene_g19968; gene_g20246; gene_g20247; gene_g20249; gene_g20533; gene_g20705; gene_g21036; gene_g21039; gene_g21075; gene_g21249; gene_g21428; gene_g21456; gene_g21516; gene_g21525; gene_g21573; gene_g21679; gene_g21696; gene_g21833; gene_g21968; gene_g22339; gene_g22461; gene_g22515; gene_g22943; gene_g23493; gene_g23523; gene_g23735; gene_g23746; gene_g23822; gene_g24046; gene_g24200; gene_g24546; gene_g24813; gene_g25051; gene_g25402; gene_g26240; gene_g26303; gene_g26498
enriched_vs_control,49.44444444,180,DNA repair,BP,gene_g5807; gene_g14746
enriched_vs_control,8.695652174,23,DNA replication,BP,gene_g3204; gene_g5807; gene_g5833; gene_g6719; gene_g7468; gene_g7939; gene_g9501; gene_g9678; gene_g10079; gene_g12266; gene_g12839; gene_g14308; gene_g14746; gene_g16803; gene_g22938; gene_g23733; gene_g24106; gene_g24585; gene_g24607; gene_g24620; gene_g25038; gene_g25446; gene_g25835
enriched_vs_control,33.33333333,3,DNA replication,BP,gene_g6874; gene_g7939; gene_g16803
enriched_vs_control,25,4,DNA replication,BP,gene_g759; gene_g12285; gene_g15343; gene_g16996
enriched_vs_control,14.28571429,7,DNA replication,BP,gene_g5833; gene_g6719; gene_g7468; gene_g7939; gene_g9501; gene_g16803; gene_g22938
enriched_vs_control,15.15151515,33,DNA-templated transcription,BP,gene_g3648; gene_g8164; gene_g20819; gene_g1159; gene_g1161; gene_g3648; gene_g5197; gene_g8163; gene_g8164; gene_g10600; gene_g14059; gene_g15133; gene_g16235; gene_g18125; gene_g18137; gene_g20819; gene_g21757; gene_g23132; gene_g24830; gene_g5589; gene_g8163; gene_g8424; gene_g16467; gene_g1159; gene_g8163; gene_g8424; gene_g9708; gene_g9709; gene_g10372; gene_g11049; gene_g13251; gene_g13361; gene_g13609; gene_g16467; gene_g18125; gene_g18137; gene_g18678; gene_g19037; gene_g19521; gene_g19975; gene_g20776; gene_g21757; gene_g24830; gene_g24888; gene_g26510
enriched_vs_control,33.33333333,3,DNA-templated transcription,BP,gene_g16604; gene_g17018; gene_g21448
enriched_vs_control,7.142857143,28,immune system process,BP,gene_g527; gene_g3177; gene_g3383; gene_g8298; gene_g9001; gene_g9519; gene_g9712; gene_g12004; gene_g13314; gene_g13454; gene_g16234; gene_g22745; gene_g22746; gene_g22747; gene_g26349; gene_g2995; gene_g17494; gene_g19005; gene_g19006; gene_g19008; gene_g22503; gene_g22745; gene_g22746; gene_g22747; gene_g22748; gene_g22749; gene_g22750; gene_g24446; gene_g16637; gene_g17494; gene_g22342; gene_g22503; gene_g22590; gene_g24446
enriched_vs_control,20,5,immune system process,BP,gene_g13978; gene_g16705; gene_g16707; gene_g16790; gene_g18994
enriched_vs_control,12.5,8,intracellular protein transport,BP,gene_g419; gene_g3970; gene_g5485; gene_g8229; gene_g15425; gene_g16706; gene_g26413; gene_g2850; gene_g3970
enriched_vs_control,100,1,intracellular protein transport,BP,gene_g21448
enriched_vs_control,50,2,lipid metabolic process,BP,gene_g4016; gene_g8561
enriched_vs_control,14.28571429,7,membrane organization,BP,gene_g578; gene_g1147; gene_g5422; gene_g12285; gene_g12541; gene_g15234; gene_g15343; gene_split_gene_gene_gene_g2018-g2018
enriched_vs_control,33.33333333,3,membrane organization,BP,gene_g4224; gene_g7216; gene_g15314
enriched_vs_control,16.66666667,6,microtubule-based movement,BP,gene_g4448; gene_g4449; gene_g12625; gene_g14327; gene_g14388; gene_g23220
enriched_vs_control,12.5,16,mitotic cell cycle,BP,gene_g132; gene_g1933; gene_g3756; gene_g4448; gene_g4449; gene_g5660; gene_g7327; gene_g7844; gene_g8082; gene_g14101; gene_g15102; gene_g19271; gene_g21793; gene_g23225; gene_g26274; gene_g26757
enriched_vs_control,25,4,muscle system process,BP,gene_g278; gene_g295; gene_g4680; gene_g17880
enriched_vs_control,6.686930091,329,nitrogen compund metabolic process,BP,gene_g364; gene_g3436; gene_g4888; gene_g4898; gene_g7140; gene_g9313; gene_g9835; gene_g9897; gene_g9930; gene_g10046; gene_g10138; gene_g10528; gene_g10529; gene_g11805; gene_g12331; gene_g12643; gene_g12682; gene_g13258; gene_g13374; gene_g14630; gene_g14684; gene_g16470; gene_g16720; gene_g17254; gene_g18004; gene_g18665; gene_g18821; gene_g19039; gene_g19308; gene_g19339; gene_g20182; gene_g20436; gene_g20915; gene_g20995; gene_g21116; gene_g21315; gene_g21623; gene_g21779; gene_g22186; gene_g22254; gene_g22478; gene_g22479; gene_g23123; gene_g24352; gene_g26671; gene_novel_gene_model_gene_4_gene_5de57afd; gene_novel_gene_model_gene_82_gene_5de57afd; gene_novel_gene_model_gene_703_gene_5de57afd; gene_novel_gene_model_gene_738_gene_5de57afd; gene_g24898; gene_g57; gene_g364; gene_g670; gene_g1286; gene_g2567; gene_g3080; gene_g3138; gene_g3437; gene_g3438; gene_g3662; gene_g4325; gene_g4326; gene_g5018; gene_g5418; gene_g5499; gene_g5577; gene_g5586; gene_g6245; gene_g7815; gene_g8171; gene_g8278; gene_g8309; gene_g8365; gene_g8406; gene_g8821; gene_g8886; gene_g9307; gene_g9409; gene_g9835; gene_g11783; gene_g11805; gene_g14045; gene_g14060; gene_g14221; gene_g14354; gene_g14657; gene_g14748; gene_g15338; gene_g15350; gene_g15368; gene_g15510; gene_g15752; gene_g15880; gene_g16095; gene_g16376; gene_g16407; gene_g16470; gene_g16477; gene_g16720; gene_g16823; gene_g16845; gene_g17000; gene_g17042; gene_g17090; gene_g17219; gene_g17268; gene_g17358; gene_g17717; gene_g17774; gene_g18090; gene_g18191; gene_g18611; gene_g18612; gene_g18667; gene_g18687; gene_g18849; gene_g18853; gene_g18893; gene_g18987; gene_g19126; gene_g19294; gene_g19301; gene_g19339; gene_g19366; gene_g19458; gene_g19495; gene_g19957; gene_g20311; gene_g20420; gene_g20453; gene_g20827; gene_g21144; gene_g21350; gene_g21353; gene_g21357; gene_g21431; gene_g21450; gene_g21504; gene_g21534; gene_g21553; gene_g21574; gene_g21616; gene_g21645; gene_g21707; gene_g21751; gene_g21776; gene_g21779; gene_g21839; gene_g21871; gene_g21916; gene_g22111; gene_g22162; gene_g22184; gene_g22200; gene_g22215; gene_g22270; gene_g22289; gene_g22362; gene_g22384; gene_g22424; gene_g22434; gene_g22499; gene_g22512; gene_g22602; gene_g22608; gene_g22651; gene_g22981; gene_g23045; gene_g23153; gene_g23349; gene_g23392; gene_g23680; gene_g23694; gene_g23774; gene_g24352; gene_g24774; gene_g25058; gene_g25726; gene_g25878; gene_g26343; gene_g26424; gene_g26514; gene_g26623; gene_g26720; gene_g26722; gene_g26838; gene_novel_gene_model_gene_703_gene_5de57afd; gene_novel_gene_model_gene_740_gene_5de57afd; gene_g673; gene_g1166; gene_g1287; gene_g1420; gene_g2187; gene_g2718; gene_g3138; gene_g3218; gene_g3508; gene_g3791; gene_g3797; gene_g3892; gene_g4213; gene_g5244; gene_g5808; gene_g5815; gene_g5906; gene_g6689; gene_g6690; gene_g7123; gene_g7796; gene_g8278; gene_g8406; gene_g8426; gene_g8821; gene_g8849; gene_g8886; gene_g10370; gene_g10602; gene_g11311; gene_g11313; gene_g11356; gene_g11578; gene_g11783; gene_g11920; gene_g12104; gene_g12252; gene_g12454; gene_g12462; gene_g13242; gene_g13467; gene_g13558; gene_g13559; gene_g14060; gene_g14380; gene_g14439; gene_g14579; gene_g14784; gene_g14962; gene_g15251; gene_g15350; gene_g15469; gene_g15572; gene_g15684; gene_g15686; gene_g15733; gene_g15752; gene_g15899; gene_g16111; gene_g16200; gene_g16469; gene_g16513; gene_g16704; gene_g16823; gene_g16850; gene_g16917; gene_g16965; gene_g17219; gene_g17283; gene_g17523; gene_g17631; gene_g17650; gene_g17695; gene_g17717; gene_g18016; gene_g18073; gene_g18201; gene_g18457; gene_g18611; gene_g18722; gene_g18745; gene_g18849; gene_g18912; gene_g18920; gene_g19086; gene_g19184; gene_g19212; gene_g19264; gene_g19273; gene_g19289; gene_g19318; gene_g19398; gene_g19495; gene_g19563; gene_g19778; gene_g19881; gene_g19911; gene_g20050; gene_g20420; gene_g20448; gene_g20453; gene_g20581; gene_g20637; gene_g20719; gene_g20754; gene_g20802; gene_g20871; gene_g21038; gene_g21110; gene_g21243; gene_g21246; gene_g21350; gene_g21399; gene_g21409; gene_g21413; gene_g21417; gene_g21427; gene_g21429; gene_g21431; gene_g21450; gene_g21456; gene_g21499; gene_g21504; gene_g21520; gene_g21526; gene_g21534; gene_g21574; gene_g21616; gene_g21645; gene_g21776; gene_g21781; gene_g21811; gene_g21821; gene_g21906; gene_g21916; gene_g21967; gene_g22001; gene_g22017; gene_g22027; gene_g22030; gene_g22033; gene_g22083; gene_g22137; gene_g22157; gene_g22161; gene_g22184; gene_g22197; gene_g22209; gene_g22215; gene_g22220; gene_g22229; gene_g22245; gene_g22270; gene_g22289; gene_g22299; gene_g22318; gene_g22325; gene_g22329; gene_g22333; gene_g22366; gene_g22375; gene_g22384; gene_g22393; gene_g22424; gene_g22426; gene_g22499; gene_g22507; gene_g22512; gene_g22528; gene_g22533; gene_g22579; gene_g22602; gene_g22619; gene_g22649; gene_g22651; gene_g22704; gene_g22705; gene_g22981; gene_g23410; gene_g23411; gene_g23421; gene_g23443; gene_g23511; gene_g24215; gene_g24259; gene_g24694; gene_g24774; gene_g24779; gene_g25058; gene_g25493; gene_g25606; gene_g25653; gene_g26333; gene_g26342; gene_g26424; gene_g26497; gene_g26499
